	width	height	description	moderatedBy
aug_1/aug_0_18_51	452	97	Кому? Любому	Norlist
aug_1/aug_0_18_52	451	47	Кому? Любому.	Norlist
aug_1/aug_0_18_55	490	89	Кому? Любому	Norlist
aug_1/aug_0_18_56	446	87	Кому? Любому.	Norlist
aug_1/aug_0_18_58	412	78	Кому? Любому	Norlist
aug_1/aug_0_18_59	470	74	Кому? Любому.	Norlist
aug_1/aug_0_18_6	547	98	Кому? Любому.	Norlist
aug_1/aug_0_18_61	492	83	Кому? Любому.	Norlist
aug_1/aug_0_18_612	476	85	Кому? Любому	Norlist
aug_1/aug_0_18_613	516	91	Кому? Любому	Norlist
aug_1/aug_0_18_614	482	77	Кому? Любому	Norlist
aug_1/aug_0_18_617	476	63	Кому? Любому.	Norlist
aug_1/aug_0_18_618	424	96	Кому? Любому	Norlist
aug_1/aug_0_18_619	570	93	Кому? Любому	Norlist
aug_1/aug_0_18_62	459	80	Кому? Любому	Norlist
aug_1/aug_0_18_620	413	73	Кому? Любому.	Norlist
aug_1/aug_0_18_621	442	82	Кому? Любому.	Norlist
aug_1/aug_0_18_623	600	88	Кому? Любому	Norlist
aug_1/aug_0_18_625	496	87	Кому? Любому.	Norlist
aug_1/aug_0_18_626	553	89	Кому? Любому.	Norlist
aug_1/aug_0_18_627	550	84	Кому? Любому	Norlist
aug_1/aug_0_18_628	480	86	Кому? Любому	Norlist
aug_1/aug_0_18_629	426	88	Кому? Любому	Norlist
aug_1/aug_0_18_630	435	97	Кому? Любому	Norlist
aug_1/aug_0_18_631	518	88	Кому? Любому	Norlist
aug_1/aug_0_18_632	456	94	Кому? Любому	Norlist
aug_1/aug_0_18_634	502	73	Кому? Любому.	Norlist
aug_1/aug_0_18_635	406	81	Кому? Любому.	Norlist
aug_1/aug_0_18_636	548	72	Кому? Любому	Norlist
aug_1/aug_0_18_7	412	81	Кому? Любому	Daniyar Borisovich
aug_1/aug_0_18_8	470	45	Кому? Любому.	Norlist
aug_1/aug_0_18_9	492	75	Кому? Любому.	Norlist
aug_1/aug_0_19_1	552	72	И будут мстить	Norlist
aug_1/aug_0_19_14	562	85	И будут мстить	Norlist
aug_1/aug_0_19_19	577	76	И будут мстить	Norlist
aug_1/aug_0_19_22	430	71	И будут мстить	Norlist
aug_1/aug_0_19_23	528	85	И будут мстить	Norlist
aug_1/aug_0_19_24	535	86	И будут мстить	Norlist
aug_1/aug_0_19_27	543	83	И будут мстить	Norlist
aug_1/aug_0_19_3	535	79	И будут мстить	Norlist
aug_1/aug_0_19_30	593	98	И будут мстить	Norlist
aug_1/aug_0_19_34	550	86	И будут мстить	Norlist
aug_1/aug_0_19_35	554	92	И будут мстить	Norlist
aug_1/aug_0_19_37	557	97	И будут мстить	Daniyar Borisovich
aug_1/aug_0_19_4	555	68	И будут мстить	Norlist
aug_1/aug_0_19_40	581	83	И будут мстить	Norlist
aug_1/aug_0_19_41	544	82	И будут мстить	Norlist
aug_1/aug_0_19_42	589	85	И будут мстить	Norlist
aug_1/aug_0_19_45	521	93	И будут мстить	Norlist
aug_1/aug_0_19_46	518	77	И будут мстить	Norlist
aug_1/aug_0_19_51	527	98	И будут мстить	Norlist
aug_1/aug_0_19_52	535	63	И будут мстить	Norlist
aug_1/aug_0_19_55	481	100	И будут мстить	Norlist
aug_1/aug_0_19_56	535	79	И будут мстить	Norlist
aug_1/aug_0_19_58	487	74	И будут мстить	Norlist
aug_1/aug_0_19_59	552	71	И будут мстить	Norlist
aug_1/aug_0_19_6	599	84	И будут мстить	Norlist
aug_1/aug_0_19_612	540	84	И будут мстить	Norlist
aug_1/aug_0_19_614	525	88	И будут мстить	Norlist
aug_1/aug_0_19_617	551	67	И будут мстить	Norlist
aug_1/aug_0_19_618	414	85	И будут мстить	Norlist
aug_1/aug_0_19_62	521	75	И будут мстить	Norlist
aug_1/aug_0_19_620	549	76	И будут мстить	Norlist
aug_1/aug_0_19_621	510	84	И будут мстить	Norlist
aug_1/aug_0_19_623	535	91	И будут мстить	Norlist
aug_1/aug_0_19_625	596	92	И будут мстить	Norlist
aug_1/aug_0_19_626	574	78	И будут мстить	Norlist
aug_1/aug_0_19_627	596	69	И будут мстить	Norlist
aug_1/aug_0_19_628	554	80	И будут мстить	Norlist
aug_1/aug_0_19_629	557	84	И будут мстить	Norlist
aug_1/aug_0_19_630	509	94	И будут мстить	Norlist
aug_1/aug_0_19_631	578	76	И будут мстить	Norlist
aug_1/aug_0_19_632	474	73	И будут мстить	Norlist
aug_1/aug_0_19_634	547	88	И будут мстить	Norlist
aug_1/aug_0_19_635	516	68	И будут мстить	Norlist
aug_1/aug_0_19_636	535	82	И будут мстить	Norlist
aug_1/aug_0_19_8	437	59	И будут мстить	Norlist
aug_1/aug_0_19_9	500	74	И будут мстить	Norlist
aug_1/aug_0_1_0	472	84	долго, долго.	Norlist
aug_1/aug_0_1_1	561	77	долго, долго.	Norlist
aug_1/aug_0_1_10	447	82	долго, долго.	Norlist
aug_1/aug_0_1_11	343	52	долго, долго.	Norlist
aug_1/aug_0_1_13	540	72	долго, долго.	Norlist
aug_1/aug_0_1_14	381	60	долго, долго	Norlist
aug_1/aug_0_1_15	497	63	долго, долго	Norlist
aug_1/aug_0_1_16	351	55	долго, долго	Norlist
aug_1/aug_0_1_18	475	77	долго, долго.	Norlist
aug_1/aug_0_1_19	456	65	долго, долго.	Norlist
aug_1/aug_0_1_2	369	68	долго, долго.	Norlist
aug_1/aug_0_1_20	504	73	долго, долго.	Norlist
aug_1/aug_0_1_21	439	74	долго, долго.	Norlist
aug_1/aug_0_1_22	318	57	долго, долго.	Norlist
aug_1/aug_0_1_23	350	64	долго, долго.	Norlist
aug_1/aug_0_1_24	321	73	долго, долго	Norlist
aug_1/aug_0_1_25	458	75	долго, долго	Norlist
aug_1/aug_0_1_26	368	77	долго, долго	Norlist
aug_1/aug_0_1_27	396	76	долго, долго	Norlist
aug_1/aug_0_1_28	526	86	долго, долго	Norlist
aug_1/aug_0_1_29	396	94	долго, долго	Norlist
aug_1/aug_0_1_3	320	71	долго, долго.	Norlist
aug_1/aug_0_1_30	357	74	долго, долго.	Norlist
aug_1/aug_0_1_31	336	74	долго, долго	Norlist
aug_1/aug_0_1_32	398	84	долго, долго	Norlist
aug_1/aug_0_1_33	414	94	долго, долго	Norlist
aug_1/aug_0_1_34	357	64	долго, долго.	Norlist
aug_1/aug_0_1_35	357	76	долго, долго	Norlist
aug_1/aug_0_1_37	426	82	долго, долго.	Norlist
aug_1/aug_0_1_38	336	88	долго, долго	Norlist
aug_1/aug_0_1_39	463	84	долго, долго	Norlist
aug_1/aug_0_1_4	519	72	долго, долго.	Norlist
aug_1/aug_0_1_40	338	62	долго, долго	Norlist
aug_1/aug_0_1_41	350	69	долго, долго.	Norlist
aug_1/aug_0_1_42	322	60	долго, долго.	Norlist
aug_1/aug_0_1_45	363	78	долго, долго.	Norlist
aug_1/aug_0_1_46	365	66	долго, долго.	Norlist
aug_1/aug_0_1_47	468	69	долго, долго	Norlist
aug_1/aug_0_1_48	455	81	долго, долго.	Norlist
aug_1/aug_0_1_49	444	67	долго, долго	Norlist
aug_1/aug_0_1_50	404	74	долго, долго	Norlist
aug_1/aug_0_1_51	357	80	долго, долго.	Norlist
aug_1/aug_0_1_52	342	66	долго. долго	Norlist
aug_1/aug_0_1_55	417	83	долго, долго	Norlist
aug_1/aug_0_1_56	320	70	долго, долго.	Norlist
aug_1/aug_0_1_57	485	75	долго, долго	Norlist
aug_1/aug_0_1_58	361	67	долго, долго.	Norlist
aug_1/aug_0_1_59	366	55	долго, долго	Norlist
aug_1/aug_0_1_6	381	68	долго, долго.	Norlist
aug_1/aug_0_1_60	403	74	долго, долго	Norlist
aug_1/aug_0_1_61	481	73	долго, долго	Norlist
aug_1/aug_0_1_611	486	82	долго, долго	Norlist
aug_1/aug_0_1_612	391	63	долго, долго.	Norlist
aug_1/aug_0_1_613	389	77	долго, долго	Norlist
aug_1/aug_0_1_614	434	89	долго, долго	Norlist
aug_1/aug_0_1_615	527	75	долго, долго	Norlist
aug_1/aug_0_1_617	337	49	долго, долго.	Norlist
aug_1/aug_0_1_618	322	78	долго, долго.	Norlist
aug_1/aug_0_1_619	517	92	долго, долго	Norlist
aug_1/aug_0_1_62	416	67	долго, долго.	Norlist
aug_1/aug_0_1_620	324	59	долго, долго	Norlist
aug_1/aug_0_1_621	371	60	долго, долго.	Norlist
aug_1/aug_0_1_622	503	88	долго, долго.	Norlist
aug_1/aug_0_1_623	460	90	долго долго	Norlist
aug_1/aug_0_1_624	410	82	долго, долго.	Norlist
aug_1/aug_0_1_625	330	76	долго, долго	Norlist
aug_1/aug_0_1_626	412	73	долго, долго.	Norlist
aug_1/aug_0_1_627	545	66	долго, долго	Norlist
aug_1/aug_0_1_628	361	64	долго, долго.	Norlist
aug_1/aug_0_1_629	352	60	долго, долго	Norlist
aug_1/aug_0_1_631	402	64	долго, долго.	Norlist
aug_1/aug_0_1_633	429	86	долго, долго	Norlist
aug_1/aug_0_1_634	337	66	долго, долго.	Norlist
aug_1/aug_0_1_635	294	60	долго, долго.	Norlist
aug_1/aug_0_1_636	430	82	долго, долго.	Norlist
aug_1/aug_0_1_8	358	43	долго, долго.	Norlist
aug_1/aug_0_1_9	409	56	долго, долго	Norlist
aug_1/aug_0_20_0	428	61	Не вместе	Norlist
aug_1/aug_0_20_1	408	62	Не вместе	Norlist
aug_1/aug_0_20_10	372	68	Не вместе.	Daniyar Borisovich
aug_1/aug_0_20_100	476	47	Не вместе.	Norlist
aug_1/aug_0_20_101	423	52	Не вместе.	Norlist
aug_1/aug_0_20_102	473	48	Не вместе.	Norlist
aug_1/aug_0_20_103	467	51	Не вместе.	Norlist
aug_1/aug_0_20_11	353	54	Не вместе	Norlist
aug_1/aug_0_20_13	434	83	Не вместе.	Norlist
aug_1/aug_0_20_14	370	58	Не вместе.	Norlist
aug_1/aug_0_20_18	379	73	Не вместе.	Norlist
aug_1/aug_0_20_19	389	63	Не вместе.	Norlist
aug_1/aug_0_20_2	396	69	Не вместе.	Norlist
aug_1/aug_0_20_22	273	45	Не вместе.	Norlist
aug_1/aug_0_20_23	316	49	Не вместе.	Norlist
aug_1/aug_0_20_24	368	62	Не вместе.	Norlist
aug_1/aug_0_20_25	399	75	Не вместе	Norlist
aug_1/aug_0_20_26	339	56	Не вместе.	Norlist
aug_1/aug_0_20_27	357	59	Не вместе	Norlist
aug_1/aug_0_20_28	464	59	Не вместе	Daniyar Borisovich
aug_1/aug_0_20_29	373	74	Не вместе	Daniyar Borisovich
aug_1/aug_0_20_3	359	67	Не вместе.	Norlist
aug_1/aug_0_20_30	378	74	Не вместе	Norlist
aug_1/aug_0_20_31	421	67	Не вместе.	Norlist
aug_1/aug_0_20_33	428	72	Не вместе	Daniyar Borisovich
aug_1/aug_0_20_34	343	50	Не вместе	Norlist
aug_1/aug_0_20_35	333	59	Не вместе	Norlist
aug_1/aug_0_20_37	391	73	Не вместе	Daniyar Borisovich
aug_1/aug_0_20_38	300	69	Не вместе	Daniyar Borisovich
aug_1/aug_0_20_4	378	56	Не вместе	Norlist
aug_1/aug_0_20_40	362	67	Не вместе.	Norlist
aug_1/aug_0_20_41	372	73	Не вместе.	Norlist
aug_1/aug_0_20_42	352	54	Не вместе	Norlist
aug_1/aug_0_20_45	330	63	Не вместе.	Norlist
aug_1/aug_0_20_46	337	61	Не вместе	Norlist
aug_1/aug_0_20_47	444	68	Не вместе	Norlist
aug_1/aug_0_20_49	443	79	Не вместе	Norlist
aug_1/aug_0_20_50	385	61	Не вместе	Norlist
aug_1/aug_0_20_51	297	70	Не вместе	Norlist
aug_1/aug_0_20_52	337	43	Не вместе.	Norlist
aug_1/aug_0_20_55	442	59	Не вместе.	Norlist
aug_1/aug_0_20_56	305	49	Не вместе.	Norlist
aug_1/aug_0_20_57	515	69	Не. вместе	Norlist
aug_1/aug_0_20_58	318	54	Не вместе.	Norlist
aug_1/aug_0_20_59	398	58	Не вместе.	Norlist
aug_1/aug_0_20_6	348	57	Не вместе	Norlist
aug_1/aug_0_20_60	424	71	Не вместе	Norlist
aug_1/aug_0_20_61	436	78	Не вместе	Norlist
aug_1/aug_0_20_612	381	57	Не вместе.	Norlist
aug_1/aug_0_20_613	372	72	Не вместе	Norlist
aug_1/aug_0_20_614	355	60	Не вместе	Norlist
aug_1/aug_0_20_615_	472	60	Не вместе.	Norlist
aug_1/aug_0_20_616	420	72	Не вместе	Norlist
aug_1/aug_0_20_617	368	59	Не вместе,	Norlist
aug_1/aug_0_20_618	293	45	Не вместе	Norlist
aug_1/aug_0_20_62	317	65	Не вместе.	Norlist
aug_1/aug_0_20_620	298	64	Не вместе.	Norlist
aug_1/aug_0_20_621	330	70	Не вместе.	Norlist
aug_1/aug_0_20_623	450	80	Не вместе	Norlist
aug_1/aug_0_20_624	327	75	Не вместе.	Norlist
aug_1/aug_0_20_625	367	72	не вместе	Norlist
aug_1/aug_0_20_626	516	63	Не вместе.	Norlist
aug_1/aug_0_20_627	408	63	не вместе	Norlist
aug_1/aug_0_20_628	360	68	Не вместе	Norlist
aug_1/aug_0_20_629	296	83	Не вместе	Norlist
aug_1/aug_0_20_630	391	76	Не вместе	Norlist
aug_1/aug_0_20_631	371	59	Не вместе.	Norlist
aug_1/aug_0_20_632	318	69	Не вместе	Norlist
aug_1/aug_0_20_633	376	78	Не вместе	Norlist
aug_1/aug_0_20_634	333	59	Не вместе.	Norlist
aug_1/aug_0_20_635	268	64	Не вместе.	Norlist
aug_1/aug_0_20_636	321	52	Не вместе	Norlist
aug_1/aug_0_20_7	330	73	Не вместе	Daniyar Borisovich
aug_1/aug_0_20_8	300	33	Не вместе.	Norlist
aug_1/aug_0_20_9	326	55	Не вместе.	Norlist
aug_1/aug_0_21_0	435	85	Друг другу	Norlist
aug_1/aug_0_21_1	473	73	Друг другу	Norlist
aug_1/aug_0_21_10	392	83	Друг другу	Daniyar Borisovich
aug_1/aug_0_21_100	461	83	Друг другу	Norlist
aug_1/aug_0_21_101	388	88	Друг другу	Norlist
aug_1/aug_0_21_102	427	71	Друг другу	Norlist
aug_1/aug_0_21_103	409	81	Друг другу	Norlist
aug_1/aug_0_21_11	359	68	Друг другу	Norlist
aug_1/aug_0_21_13	558	86	Друг другу	Norlist
aug_1/aug_0_21_14	383	78	Друг другу	Norlist
aug_1/aug_0_21_18	441	96	Друг другу	Norlist
aug_1/aug_0_21_19	414	78	Друг другу	Norlist
aug_1/aug_0_21_2	438	87	Друг другу	Norlist
aug_1/aug_0_21_22	264	78	Друг другу	Norlist
aug_1/aug_0_21_23	350	86	Друг другу	Norlist
aug_1/aug_0_21_26	409	85	Друг другу	Norlist
aug_1/aug_0_21_27	388	92	Друг другу	Norlist
aug_1/aug_0_21_28	485	68	Друг другу	Daniyar Borisovich
aug_1/aug_0_21_34	369	100	Друг другу	Norlist
aug_1/aug_0_21_35	353	87	Друг другу	Norlist
aug_1/aug_0_21_40	418	86	Друг другу	Norlist
aug_1/aug_0_21_41	323	93	Друг другу	Norlist
aug_1/aug_0_21_42	311	88	Друг другу	Norlist
aug_1/aug_0_21_44	408	97	Друг другу	Daniyar Borisovich
aug_1/aug_0_21_45	323	93	Друг другу	Norlist
aug_1/aug_0_21_46	340	96	Друг другу	Norlist
aug_1/aug_0_21_47	509	78	Друг другу	Norlist
aug_1/aug_0_21_49	441	91	Друг другу	Norlist
aug_1/aug_0_21_51	316	97	Друг другу	Norlist
aug_1/aug_0_21_52	353	57	Друг другу	Norlist
aug_1/aug_0_21_55	390	90	Друг другу	Norlist
aug_1/aug_0_21_56	315	90	Друг другу	Norlist
aug_1/aug_0_21_57	526	80	Друг другу	Norlist
aug_1/aug_0_21_58	320	84	Друг другу	Norlist
aug_1/aug_0_21_59	373	71	Друг другу	Norlist
aug_1/aug_0_21_6	389	95	Друг другу	Norlist
aug_1/aug_0_21_61	516	89	Друг другу	Norlist
aug_1/aug_0_21_612	351	77	Друг другу	Norlist
aug_1/aug_0_21_613	407	94	Друг другу	Norlist
aug_1/aug_0_21_617	354	69	Друг другу	Norlist
aug_1/aug_0_21_618	284	94	Друг другу	Norlist
aug_1/aug_0_21_62	364	70	Друг другу	Norlist
aug_1/aug_0_21_620	324	91	Друг другу	Norlist
aug_1/aug_0_21_621	392	94	Друг другу	Norlist
aug_1/aug_0_21_624	423	85	Друг другу	Norlist
aug_1/aug_0_21_625	378	95	друг другу	Norlist
aug_1/aug_0_21_626	467	76	Друг другу	Norlist
aug_1/aug_0_21_627	440	77	друг другу	Norlist
aug_1/aug_0_21_628	378	76	Друг другу	Norlist
aug_1/aug_0_21_629	348	82	Друг другу	Norlist
aug_1/aug_0_21_631	413	84	Друг другу	Norlist
aug_1/aug_0_21_634	344	87	Друг другу	Norlist
aug_1/aug_0_21_635	295	85	Друг другу	Norlist
aug_1/aug_0_21_636	400	89	Друг другу	Norlist
aug_1/aug_0_21_8	313	58	Друг другу	Norlist
aug_1/aug_0_21_9	346	73	Друг другу	Norlist
aug_1/aug_0_22_0	592	48	И человек пошел	Norlist
aug_1/aug_0_22_10	554	67	И человек пошелл	Daniyar Borisovich
aug_1/aug_0_22_103	591	65	И человек пошёл	Norlist
aug_1/aug_0_22_11	565	52	И человек пошёл	Norlist
aug_1/aug_0_22_14	554	58	И человек пошёл	Norlist
aug_1/aug_0_22_18	555	82	И человек пошел	Norlist
aug_1/aug_0_22_19	544	56	И человек пошёл	Norlist
aug_1/aug_0_22_2	585	56	И человек пошёл	Norlist
aug_1/aug_0_22_22	443	49	И человек пошёл	Norlist
aug_1/aug_0_22_23	479	57	И человек пошёл	Norlist
aug_1/aug_0_22_25	540	50	И человек пошёл	Norlist
aug_1/aug_0_22_27	575	57	И человек пошёл	Norlist
aug_1/aug_0_22_3	510	65	И человек пошёл	Norlist
aug_1/aug_0_22_30	506	62	И человек пошёл	Norlist
aug_1/aug_0_22_31	555	74	И человек пошёл	Norlist
aug_1/aug_0_22_34	536	53	И человек пошёл	Norlist
aug_1/aug_0_22_35	489	56	И человек пошёл	Norlist
aug_1/aug_0_22_4	552	74	И человек пошел	Norlist
aug_1/aug_0_22_40	547	75	И человек пошёл	Norlist
aug_1/aug_0_22_41	467	76	И человек пошёл	Norlist
aug_1/aug_0_22_42	495	65	И человек пошёл	Norlist
aug_1/aug_0_22_45	472	62	И человек пошёл	Norlist
aug_1/aug_0_22_46	490	69	И человек пошел	Norlist
aug_1/aug_0_22_49	574	67	И человек пошёл	Norlist
aug_1/aug_0_22_50	591	67	И человек пошёл	Norlist
aug_1/aug_0_22_51	543	57	И человек пошёл	Norlist
aug_1/aug_0_22_52	487	42	И человек пошел	Norlist
aug_1/aug_0_22_56	468	49	И человек пошел	Norlist
aug_1/aug_0_22_58	544	54	И человек пошёл	Norlist
aug_1/aug_0_22_59	570	60	И человек пошёл	Norlist
aug_1/aug_0_22_6	552	68	И человек пошёл	Norlist
aug_1/aug_0_22_60	566	75	И человек пошёл	Norlist
aug_1/aug_0_22_612	575	52	И человек пошел	Norlist
aug_1/aug_0_22_613	596	71	И человек пошёл	Norlist
aug_1/aug_0_22_614	591	65	И человек пошёл	Norlist
aug_1/aug_0_22_617	473	46	И человек пошёл	Norlist
aug_1/aug_0_22_618	424	58	И человек пошёл	Norlist
aug_1/aug_0_22_62	499	56	И человек пошёл	Norlist
aug_1/aug_0_22_620	509	74	И человек пошёл	Norlist
aug_1/aug_0_22_621	511	79	И человек пошёл	Norlist
aug_1/aug_0_22_625	597	73	И человек пошёл	Norlist
aug_1/aug_0_22_628	536	74	И человек пошёл	Norlist
aug_1/aug_0_22_629	491	79	И человек пошёл	Norlist
